review_text,rating,scrape_date,review_date,category,word_count
"What a fun place! Great service, Upbeat music, awesome view. Ideal for people who don't want hardcore clubbing on the weekends and still have fun drinking and partying",5,1/2/2026,1/4/2020,Drinks & Alcohol,28
"What a fun place! Great service, Upbeat music, awesome view. Ideal for people who don't want hardcore clubbing on the weekends and still have fun drinking and partying",5,1/2/2026,1/4/2020,Crowd & Atmosphere,28
"What a fun place! Great service, Upbeat music, awesome view. Ideal for people who don't want hardcore clubbing on the weekends and still have fun drinking and partying",5,1/2/2026,1/4/2020,Service & Staff,28
"What a fun place! Great service, Upbeat music, awesome view. Ideal for people who don't want hardcore clubbing on the weekends and still have fun drinking and partying",5,1/2/2026,1/4/2020,Price & Entry,28
"What a fun place! Great service, Upbeat music, awesome view. Ideal for people who don't want hardcore clubbing on the weekends and still have fun drinking and partying",5,1/2/2026,1/4/2020,Facilities & Safety,28
"One of the best bar in taipei with city view. Great ambience with cocktails, and of course don't miss the DJ with nice songs that makes you feel hot lol",4,1/2/2026,1/4/2020,Music & DJ,30
"One of the best bar in taipei with city view. Great ambience with cocktails, and of course don't miss the DJ with nice songs that makes you feel hot lol",4,1/2/2026,1/4/2020,Drinks & Alcohol,30
"One of the best bar in taipei with city view. Great ambience with cocktails, and of course don't miss the DJ with nice songs that makes you feel hot lol",4,1/2/2026,1/4/2020,Crowd & Atmosphere,30
"Great place, great cocktails, great crowd. Prices are standard Taipei bar prices but their cocktails are so much better! Great place to start the night.",5,1/2/2026,1/4/2018,Drinks & Alcohol,25
"Great place, great cocktails, great crowd. Prices are standard Taipei bar prices but their cocktails are so much better! Great place to start the night.",5,1/2/2026,1/4/2018,Crowd & Atmosphere,25
"Great place, great cocktails, great crowd. Prices are standard Taipei bar prices but their cocktails are so much better! Great place to start the night.",5,1/2/2026,1/4/2018,Service & Staff,25
"Great place, great cocktails, great crowd. Prices are standard Taipei bar prices but their cocktails are so much better! Great place to start the night.",5,1/2/2026,1/4/2018,Price & Entry,25
"Great place, great cocktails, great crowd. Prices are standard Taipei bar prices but their cocktails are so much better! Great place to start the night.",5,1/2/2026,1/4/2018,Facilities & Safety,25
Good alcohol packages for birthday crew others can just buy single drinks and enjoy the vibe,5,1/2/2026,1/2/2025,Drinks & Alcohol,16
Good alcohol packages for birthday crew others can just buy single drinks and enjoy the vibe,5,1/2/2026,1/2/2025,Crowd & Atmosphere,16
Good alcohol packages for birthday crew others can just buy single drinks and enjoy the vibe,5,1/2/2026,1/2/2025,Facilities & Safety,16
It is a skybar. Great party place. Excellent service .,5,1/2/2026,5/7/2025,Drinks & Alcohol,10
It is a skybar. Great party place. Excellent service .,5,1/2/2026,5/7/2025,Service & Staff,10
It is a skybar. Great party place. Excellent service .,5,1/2/2026,5/7/2025,Facilities & Safety,10
"Everything is bad basically. They made us wait for like 30 minutes to get our drinks, we were not allowed to sit down although the tables were not reserved and the waiter was very rude when we complained. I would never go back there! Oh yeah, all drinks  are  expensive although they are served in plastic glasses!",1,1/2/2026,1/4/2018,Drinks & Alcohol,57
"Everything is bad basically. They made us wait for like 30 minutes to get our drinks, we were not allowed to sit down although the tables were not reserved and the waiter was very rude when we complained. I would never go back there! Oh yeah, all drinks  are  expensive although they are served in plastic glasses!",1,1/2/2026,1/4/2018,Service & Staff,57
"Everything is bad basically. They made us wait for like 30 minutes to get our drinks, we were not allowed to sit down although the tables were not reserved and the waiter was very rude when we complained. I would never go back there! Oh yeah, all drinks  are  expensive although they are served in plastic glasses!",1,1/2/2026,1/4/2018,Price & Entry,57
"Everything is bad basically. They made us wait for like 30 minutes to get our drinks, we were not allowed to sit down although the tables were not reserved and the waiter was very rude when we complained. I would never go back there! Oh yeah, all drinks  are  expensive although they are served in plastic glasses!",1,1/2/2026,1/4/2018,Facilities & Safety,57
Fun bar at Att4fun with delicious drinks .  Outdoor patio area has view of Taipei 101.,5,1/2/2026,1/3/2024,Drinks & Alcohol,16
Fun bar at Att4fun with delicious drinks .  Outdoor patio area has view of Taipei 101.,5,1/2/2026,1/3/2024,Crowd & Atmosphere,16
Fun bar at Att4fun with delicious drinks .  Outdoor patio area has view of Taipei 101.,5,1/2/2026,1/3/2024,Service & Staff,16
The owner is super nice. Very special bar. Beautiful view. Great service. What more can I say?:),5,1/2/2026,1/4/2020,Drinks & Alcohol,17
The owner is super nice. Very special bar. Beautiful view. Great service. What more can I say?:),5,1/2/2026,1/4/2020,Service & Staff,17
"Black Russian poured over crushed ice for 400$, uh-huh,,, While sitting alone at the table my friend booked, at closing time, I was asked to finish my drink and leave. …",1,1/2/2026,1/4/2019,Drinks & Alcohol,31
"Black Russian poured over crushed ice for 400$, uh-huh,,, While sitting alone at the table my friend booked, at closing time, I was asked to finish my drink and leave. …",1,1/2/2026,1/4/2019,Facilities & Safety,31
Just one of the best discos / bars in Taipei and one of my favourite in the world. Always great vibes,5,1/2/2026,1/3/2024,Drinks & Alcohol,21
Just one of the best discos / bars in Taipei and one of my favourite in the world. Always great vibes,5,1/2/2026,1/3/2024,Crowd & Atmosphere,21
Great place to chill and enjoy the night view of Taipei and 101 building. Not too crowded with slightly expensive drink.,5,1/2/2026,1/4/2019,Drinks & Alcohol,21
Great place to chill and enjoy the night view of Taipei and 101 building. Not too crowded with slightly expensive drink.,5,1/2/2026,1/4/2019,Crowd & Atmosphere,21
Great place to chill and enjoy the night view of Taipei and 101 building. Not too crowded with slightly expensive drink.,5,1/2/2026,1/4/2019,Price & Entry,21
Great place to chill and enjoy the night view of Taipei and 101 building. Not too crowded with slightly expensive drink.,5,1/2/2026,1/4/2019,Facilities & Safety,21
Great place to grab some drinks and meet people. Quite during the week but Thur to sat is packed. But nice to come any day of the week.,5,1/2/2026,1/4/2019,Drinks & Alcohol,28
Great place to grab some drinks and meet people. Quite during the week but Thur to sat is packed. But nice to come any day of the week.,5,1/2/2026,1/4/2019,Crowd & Atmosphere,28
Great place to grab some drinks and meet people. Quite during the week but Thur to sat is packed. But nice to come any day of the week.,5,1/2/2026,1/4/2019,Facilities & Safety,28
Bad. Overpriced. Rude staff. Pretentious. Avoid.  Update: enjoy paying 400ntd for shots of Smirnoff.,1,1/2/2026,1/3/2024,Drinks & Alcohol,14
Bad. Overpriced. Rude staff. Pretentious. Avoid.  Update: enjoy paying 400ntd for shots of Smirnoff.,1,1/2/2026,1/3/2024,Crowd & Atmosphere,14
Bad. Overpriced. Rude staff. Pretentious. Avoid.  Update: enjoy paying 400ntd for shots of Smirnoff.,1,1/2/2026,1/3/2024,Service & Staff,14
Bad. Overpriced. Rude staff. Pretentious. Avoid.  Update: enjoy paying 400ntd for shots of Smirnoff.,1,1/2/2026,1/3/2024,Price & Entry,14
Best bar in Taiwan ngl. Nice view on outdoor place. Crowded on weekends.,5,1/2/2026,1/3/2024,Drinks & Alcohol,13
Best bar in Taiwan ngl. Nice view on outdoor place. Crowded on weekends.,5,1/2/2026,1/3/2024,Crowd & Atmosphere,13
Best bar in Taiwan ngl. Nice view on outdoor place. Crowded on weekends.,5,1/2/2026,1/3/2024,Service & Staff,13
Best bar in Taiwan ngl. Nice view on outdoor place. Crowded on weekends.,5,1/2/2026,1/3/2024,Facilities & Safety,13
"Not sure why rating was high, have been to more inviting bars with class. Very rude, would not recommend for casual visitors looking for a relaxing experience",1,1/2/2026,1/4/2020,Drinks & Alcohol,27
"Not sure why rating was high, have been to more inviting bars with class. Very rude, would not recommend for casual visitors looking for a relaxing experience",1,1/2/2026,1/4/2020,Service & Staff,27
"Great atmosphere, wonderful view and beautiful people.",5,1/2/2026,1/2/2025,Crowd & Atmosphere,7
"Good atmosphere, however, nothing special, the music, view and drink is just ok.",3,1/2/2026,1/4/2019,Music & DJ,13
"Good atmosphere, however, nothing special, the music, view and drink is just ok.",3,1/2/2026,1/4/2019,Drinks & Alcohol,13
"Good atmosphere, however, nothing special, the music, view and drink is just ok.",3,1/2/2026,1/4/2019,Crowd & Atmosphere,13
"nice place, but WAY overpriced (400TWD per cocktail). also poor choice of beers.",3,1/2/2026,1/4/2020,Drinks & Alcohol,13
"nice place, but WAY overpriced (400TWD per cocktail). also poor choice of beers.",3,1/2/2026,1/4/2020,Service & Staff,13
"nice place, but WAY overpriced (400TWD per cocktail). also poor choice of beers.",3,1/2/2026,1/4/2020,Price & Entry,13
"nice place, but WAY overpriced (400TWD per cocktail). also poor choice of beers.",3,1/2/2026,1/4/2020,Facilities & Safety,13
5 stars for Ding - he is the most friendly and knowledgeable. This place cannot be missed.,5,1/2/2026,1/3/2024,Service & Staff,17
5 stars for Ding - he is the most friendly and knowledgeable. This place cannot be missed.,5,1/2/2026,1/3/2024,Facilities & Safety,17
What a bad experience we had here. Staff are so rude that makes you cringe. Table outdoor is 2000. Not sure it worth money!,2,1/2/2026,1/3/2021,Service & Staff,24
What a bad experience we had here. Staff are so rude that makes you cringe. Table outdoor is 2000. Not sure it worth money!,2,1/2/2026,1/3/2021,Price & Entry,24
"Lack of information on website and no response on phones. traveled a decent distance to get there, but they have a no sandals policy. Please take not guys, as this isn't mentioned anywhere",1,1/2/2026,1/4/2018,Facilities & Safety,33
Over rated for a place that attracts so many tourists with such high prices. Have strict dress codes too,3,1/2/2026,1/4/2019,Service & Staff,19
Over rated for a place that attracts so many tourists with such high prices. Have strict dress codes too,3,1/2/2026,1/4/2019,Price & Entry,19
Over rated for a place that attracts so many tourists with such high prices. Have strict dress codes too,3,1/2/2026,1/4/2019,Facilities & Safety,19
"Great bar, nice atmosphere! The staff is very friendly! Recommended",5,1/2/2026,1/3/2021,Drinks & Alcohol,10
"Great bar, nice atmosphere! The staff is very friendly! Recommended",5,1/2/2026,1/3/2021,Crowd & Atmosphere,10
"Great bar, nice atmosphere! The staff is very friendly! Recommended",5,1/2/2026,1/3/2021,Service & Staff,10
great atmosphere. Awesome crowd. Get really crowded during the weekends about 12am to 1am,5,1/2/2026,1/4/2019,Crowd & Atmosphere,14
"No. 1 Choice Sky Bar in town! Awesome atmosphere , great music & tasty drinks.",5,1/2/2026,1/3/2021,Music & DJ,15
"No. 1 Choice Sky Bar in town! Awesome atmosphere , great music & tasty drinks.",5,1/2/2026,1/3/2021,Drinks & Alcohol,15
"No. 1 Choice Sky Bar in town! Awesome atmosphere , great music & tasty drinks.",5,1/2/2026,1/3/2021,Crowd & Atmosphere,15
"Select place, Nice rooftop-like atmosphere. cocktails are pricey.",4,1/2/2026,1/4/2020,Drinks & Alcohol,8
"Select place, Nice rooftop-like atmosphere. cocktails are pricey.",4,1/2/2026,1/4/2020,Crowd & Atmosphere,8
"Select place, Nice rooftop-like atmosphere. cocktails are pricey.",4,1/2/2026,1/4/2020,Service & Staff,8
"Select place, Nice rooftop-like atmosphere. cocktails are pricey.",4,1/2/2026,1/4/2020,Price & Entry,8
"Select place, Nice rooftop-like atmosphere. cocktails are pricey.",4,1/2/2026,1/4/2020,Facilities & Safety,8
Decent rooftop bar,4,1/2/2026,1/2/2025,Drinks & Alcohol,3
Good music and service,4,1/2/2026,1/4/2020,Music & DJ,4
Good music and service,4,1/2/2026,1/4/2020,Service & Staff,4
"Fantastic ambiance and rooftop view in town, the one and only now, great service",5,1/2/2026,1/4/2019,Service & Staff,14
Really good vibe but ladies be careful some creepy vibes too from some of the guys there!,5,1/2/2026,1/3/2022,Crowd & Atmosphere,17
They card everyone regardless of age so make sure your bring your ID or get rejected at the door.,4,1/2/2026,1/4/2020,Service & Staff,19
The cocktails were amazing but got told off by security for standing at the bar and not sitting,3,1/2/2026,1/4/2019,Drinks & Alcohol,18
The cocktails were amazing but got told off by security for standing at the bar and not sitting,3,1/2/2026,1/4/2019,Service & Staff,18
"Very rude robotic staff, go anywhere else.",1,1/2/2026,1/4/2019,Service & Staff,7
Nice small bar. Easily to get a table and the roof is nice too.,5,1/2/2026,1/4/2020,Drinks & Alcohol,14
Using plastic glass for Macallan 12 whiskey. 6000 NT a bottle. That's bad drinking experience.,1,1/2/2026,1/4/2019,Drinks & Alcohol,15
Using plastic glass for Macallan 12 whiskey. 6000 NT a bottle. That's bad drinking experience.,1,1/2/2026,1/4/2019,Facilities & Safety,15
"Just doesn’t worth it. Only allowed girls to wear sandals, guys apparently not.",1,1/2/2026,1/3/2024,Price & Entry,13
"Good location, service and drink quality are both mediocre at best",3,1/2/2026,1/4/2019,Drinks & Alcohol,11
"Good location, service and drink quality are both mediocre at best",3,1/2/2026,1/4/2019,Service & Staff,11
Great place for drinks and music. Only issue is that smoking in allowed inside,4,1/2/2026,1/4/2019,Music & DJ,14
Great place for drinks and music. Only issue is that smoking in allowed inside,4,1/2/2026,1/4/2019,Drinks & Alcohol,14
Great place for drinks and music. Only issue is that smoking in allowed inside,4,1/2/2026,1/4/2019,Facilities & Safety,14
"Free entrance before midnight, nice music, great view!",5,1/2/2026,1/4/2019,Music & DJ,8
"Free entrance before midnight, nice music, great view!",5,1/2/2026,1/4/2019,Price & Entry,8
Great view. Good food. Kind of pricey,4,1/2/2026,1/4/2018,Service & Staff,7
Great view. Good food. Kind of pricey,4,1/2/2026,1/4/2018,Price & Entry,7
Rude & inefficient bar tender. I Left without getting a drink,1,1/2/2026,1/2/2025,Drinks & Alcohol,11
Rude & inefficient bar tender. I Left without getting a drink,1,1/2/2026,1/2/2025,Service & Staff,11
"Good view from the balcony, drinks were disappointing for the price.",3,1/2/2026,1/4/2019,Drinks & Alcohol,11
"Good view from the balcony, drinks were disappointing for the price.",3,1/2/2026,1/4/2019,Service & Staff,11
"Good view from the balcony, drinks were disappointing for the price.",3,1/2/2026,1/4/2019,Price & Entry,11
"Great view of 101, nice atmosphere and good sound system.",4,1/2/2026,1/4/2017,Music & DJ,10
"Great view of 101, nice atmosphere and good sound system.",4,1/2/2026,1/4/2017,Crowd & Atmosphere,10
Bad service!,1,1/2/2026,10/4/2025,Service & Staff,2
My favorite bar. Reasonable price and Best bartenders.,5,1/2/2026,1/4/2019,Drinks & Alcohol,8
My favorite bar. Reasonable price and Best bartenders.,5,1/2/2026,1/4/2019,Service & Staff,8
My favorite bar. Reasonable price and Best bartenders.,5,1/2/2026,1/4/2019,Price & Entry,8
The cocktails are actually quite bad even though they're expensive as hell...,2,1/2/2026,1/4/2019,Drinks & Alcohol,12
The cocktails are actually quite bad even though they're expensive as hell...,2,1/2/2026,1/4/2019,Price & Entry,12
The cocktails are actually quite bad even though they're expensive as hell...,2,1/2/2026,1/4/2019,Facilities & Safety,12
"Rude staff, poor service. would not recommend. 0/5",1,1/2/2026,1/4/2020,Service & Staff,8
"Nice view of 101, friendly staff and good ambience",5,1/2/2026,1/4/2020,Service & Staff,9
Nice place to stay and enjoy good drinks,5,1/2/2026,1/3/2024,Drinks & Alcohol,8
Nice place to stay and enjoy good drinks,5,1/2/2026,1/3/2024,Facilities & Safety,8
Tom was great. Excellent service.,5,1/2/2026,1/3/2024,Service & Staff,5
Pretensious and overpriced. Don't bother with it unless you like to overpay.,2,1/2/2026,1/4/2019,Service & Staff,12
Pretensious and overpriced. Don't bother with it unless you like to overpay.,2,1/2/2026,1/4/2019,Price & Entry,12
"Nice alcohol, atmosphere, and music. Good as usual.",5,1/2/2026,1/3/2021,Music & DJ,8
"Nice alcohol, atmosphere, and music. Good as usual.",5,1/2/2026,1/3/2021,Drinks & Alcohol,8
"Nice alcohol, atmosphere, and music. Good as usual.",5,1/2/2026,1/3/2021,Crowd & Atmosphere,8
Best rooftop in Taipei with good cocktails and view on 101,5,1/2/2026,1/4/2019,Drinks & Alcohol,11
Receptionists got poor attitude.... Not good looking either....,1,1/2/2026,1/4/2018,Service & Staff,8
"The location is great, but the prices are outrageous",3,1/2/2026,1/3/2021,Service & Staff,9
"The location is great, but the prices are outrageous",3,1/2/2026,1/3/2021,Price & Entry,9
Great atmosphere with nice drinks,4,1/2/2026,1/4/2019,Drinks & Alcohol,5
Great atmosphere with nice drinks,4,1/2/2026,1/4/2019,Crowd & Atmosphere,5
Fav place in Taipei 😍nice music and nice drink …,5,1/2/2026,1/4/2019,Music & DJ,10
Fav place in Taipei 😍nice music and nice drink …,5,1/2/2026,1/4/2019,Drinks & Alcohol,10
Fav place in Taipei 😍nice music and nice drink …,5,1/2/2026,1/4/2019,Facilities & Safety,10
Best place to party and enjoy the heart of the city.,5,1/2/2026,1/4/2020,Facilities & Safety,11
Great bar with beautiful view of 101,5,1/2/2026,1/3/2023,Drinks & Alcohol,7
"Outdoor bar, view is better than drink",4,1/2/2026,1/4/2019,Drinks & Alcohol,7
"Outdoor bar, view is better than drink",4,1/2/2026,1/4/2019,Service & Staff,7
Fun rooftop bar decorated like a garden,5,1/2/2026,1/3/2023,Drinks & Alcohol,7
Fun rooftop bar decorated like a garden,5,1/2/2026,1/3/2023,Crowd & Atmosphere,7
"over priced, who pours whiskey on freakin plastic cups?",1,1/2/2026,1/4/2019,Service & Staff,9
"over priced, who pours whiskey on freakin plastic cups?",1,1/2/2026,1/4/2019,Price & Entry,9
Best place for pre start party night,5,1/2/2026,1/4/2020,Service & Staff,7
Best place for pre start party night,5,1/2/2026,1/4/2020,Facilities & Safety,7
Fun Has one of the best view for 101,5,1/2/2026,1/3/2021,Crowd & Atmosphere,9
Nice lounge bar with great city views,5,1/2/2026,1/4/2020,Drinks & Alcohol,7
Could be great if only the smoking was outside only,2,1/2/2026,1/4/2018,Facilities & Safety,10
"Nice, friendly place W good music",5,1/2/2026,1/3/2021,Music & DJ,6
"Nice, friendly place W good music",5,1/2/2026,1/3/2021,Service & Staff,6
"Nice, friendly place W good music",5,1/2/2026,1/3/2021,Facilities & Safety,6
Nice outside terrace with grwar cocktails.,4,1/2/2026,1/4/2017,Drinks & Alcohol,6
Nice outside terrace with grwar cocktails.,4,1/2/2026,1/4/2017,Facilities & Safety,6
Place you can be relax and chill infront 101 building,5,1/2/2026,1/4/2020,Facilities & Safety,10
Nice place for party night!,5,1/2/2026,1/3/2023,Facilities & Safety,5
Rudest bar with overpriced mediocre drinks,1,1/2/2026,1/4/2018,Drinks & Alcohol,6
Rudest bar with overpriced mediocre drinks,1,1/2/2026,1/4/2018,Service & Staff,6
Rudest bar with overpriced mediocre drinks,1,1/2/2026,1/4/2018,Price & Entry,6
Great lounge bar international crowd,5,1/2/2026,1/4/2020,Drinks & Alcohol,5
Great lounge bar international crowd,5,1/2/2026,1/4/2020,Crowd & Atmosphere,5
the worst cocktail I've ever had,1,1/2/2026,1/4/2020,Drinks & Alcohol,6
"Good vibes, lovely service",5,1/2/2026,1/3/2023,Crowd & Atmosphere,4
"Good vibes, lovely service",5,1/2/2026,1/3/2023,Service & Staff,4
"extremely rude service, will never visit again",1,1/2/2026,1/4/2018,Service & Staff,7
"A bar for tourists, drinks are awful.",2,1/2/2026,1/4/2020,Drinks & Alcohol,7
"Good drinks, good service",5,1/2/2026,1/3/2024,Drinks & Alcohol,4
"Good drinks, good service",5,1/2/2026,1/3/2024,Service & Staff,4
"Good cocktails, rude staff.",3,1/2/2026,1/4/2018,Drinks & Alcohol,4
"Good cocktails, rude staff.",3,1/2/2026,1/4/2018,Service & Staff,4
Nice bar,5,1/2/2026,1/3/2021,Drinks & Alcohol,2
Great hangout place for local.,5,1/2/2026,1/4/2020,Facilities & Safety,5
Bartender extremely unfriendly,1,1/2/2026,1/3/2024,Drinks & Alcohol,3
Bartender extremely unfriendly,1,1/2/2026,1/3/2024,Service & Staff,3
Awesome cool bar!,5,1/2/2026,1/4/2020,Drinks & Alcohol,3
Top 1 bar in Taipei,5,1/2/2026,1/4/2019,Drinks & Alcohol,5
"Super overrated, always empty",1,1/2/2026,1/4/2020,Crowd & Atmosphere,4
Very nice place:),5,1/2/2026,1/3/2021,Facilities & Safety,3
Pretty...,3,1/2/2026,1/3/2022,Service & Staff,1
Good place with music,4,1/2/2026,1/4/2019,Music & DJ,4
Good place with music,4,1/2/2026,1/4/2019,Facilities & Safety,4
Nice bar for foreigners,4,1/2/2026,1/3/2021,Drinks & Alcohol,4
Cool place for fun,4,1/2/2026,1/4/2020,Crowd & Atmosphere,4
Cool place for fun,4,1/2/2026,1/4/2020,Facilities & Safety,4
I love the vibe,5,1/2/2026,1/3/2022,Crowd & Atmosphere,4
Terrible Services!,1,1/2/2026,1/4/2020,Service & Staff,2
what an atmosphere!,5,1/2/2026,1/4/2019,Crowd & Atmosphere,3
Rude service,1,1/2/2026,1/4/2017,Service & Staff,2
nice place,5,1/2/2026,1/4/2020,Facilities & Safety,2
"A place to grab a drink or socialize before going to a nightclub.  Sometimes I like it, sometimes I don't, it depends on which staff member you …",5,1/2/2026,12/3/2025,Drinks & Alcohol,28
"A place to grab a drink or socialize before going to a nightclub.  Sometimes I like it, sometimes I don't, it depends on which staff member you …",5,1/2/2026,12/3/2025,Service & Staff,28
"A place to grab a drink or socialize before going to a nightclub.  Sometimes I like it, sometimes I don't, it depends on which staff member you …",5,1/2/2026,12/3/2025,Facilities & Safety,28
"The cocktails were delicious, and the service and atmosphere were great.",5,1/2/2026,11/3/2025,Drinks & Alcohol,11
"The cocktails were delicious, and the service and atmosphere were great.",5,1/2/2026,11/3/2025,Crowd & Atmosphere,11
"The cocktails were delicious, and the service and atmosphere were great.",5,1/2/2026,11/3/2025,Service & Staff,11
"When we came here to film a Timeleft event, the staff were very welcoming, and there was surprisingly no smell of smoke (there is a smoking area outside).",5,1/2/2026,8/5/2025,Crowd & Atmosphere,28
"When we came here to film a Timeleft event, the staff were very welcoming, and there was surprisingly no smell of smoke (there is a smoking area outside).",5,1/2/2026,8/5/2025,Service & Staff,28
"When we came here to film a Timeleft event, the staff were very welcoming, and there was surprisingly no smell of smoke (there is a smoking area outside).",5,1/2/2026,8/5/2025,Facilities & Safety,28
"The atmosphere was great, and I loved the music! 🙂 The bar staff were friendly and the drinks were delicious. We were lucky enough to arrive early that day, so we were seated at the outdoor bar stools. As the night approached midnight, the …",5,1/2/2026,1/3/2023,Music & DJ,45
"The atmosphere was great, and I loved the music! 🙂 The bar staff were friendly and the drinks were delicious. We were lucky enough to arrive early that day, so we were seated at the outdoor bar stools. As the night approached midnight, the …",5,1/2/2026,1/3/2023,Drinks & Alcohol,45
"The atmosphere was great, and I loved the music! 🙂 The bar staff were friendly and the drinks were delicious. We were lucky enough to arrive early that day, so we were seated at the outdoor bar stools. As the night approached midnight, the …",5,1/2/2026,1/3/2023,Crowd & Atmosphere,45
"The atmosphere was great, and I loved the music! 🙂 The bar staff were friendly and the drinks were delicious. We were lucky enough to arrive early that day, so we were seated at the outdoor bar stools. As the night approached midnight, the …",5,1/2/2026,1/3/2023,Service & Staff,45
"The atmosphere was great, and I loved the music! 🙂 The bar staff were friendly and the drinks were delicious. We were lucky enough to arrive early that day, so we were seated at the outdoor bar stools. As the night approached midnight, the …",5,1/2/2026,1/3/2023,Facilities & Safety,45
"The music was quite loud, and there was an outdoor smoking area and seating, making it quite convenient, though there were a lot of stairs, so be careful. The music was pretty good, and there was a view. The PR staff were very friendly, and the restrooms were clean.",4,1/2/2026,1/3/2024,Music & DJ,49
"The music was quite loud, and there was an outdoor smoking area and seating, making it quite convenient, though there were a lot of stairs, so be careful. The music was pretty good, and there was a view. The PR staff were very friendly, and the restrooms were clean.",4,1/2/2026,1/3/2024,Crowd & Atmosphere,49
"The music was quite loud, and there was an outdoor smoking area and seating, making it quite convenient, though there were a lot of stairs, so be careful. The music was pretty good, and there was a view. The PR staff were very friendly, and the restrooms were clean.",4,1/2/2026,1/3/2024,Service & Staff,49
"The music was quite loud, and there was an outdoor smoking area and seating, making it quite convenient, though there were a lot of stairs, so be careful. The music was pretty good, and there was a view. The PR staff were very friendly, and the restrooms were clean.",4,1/2/2026,1/3/2024,Facilities & Safety,49
"Frank's is a fun nightclub bar. I didn't eat here, only had drinks. The wines are a bit pricey. I couldn't comment on the cocktails. The height gives you a semi-rooftop experience. You can smoke on the outdoor terrace. It can get very busy on weekends.",5,1/2/2026,3/8/2025,Drinks & Alcohol,46
"Frank's is a fun nightclub bar. I didn't eat here, only had drinks. The wines are a bit pricey. I couldn't comment on the cocktails. The height gives you a semi-rooftop experience. You can smoke on the outdoor terrace. It can get very busy on weekends.",5,1/2/2026,3/8/2025,Crowd & Atmosphere,46
"Frank's is a fun nightclub bar. I didn't eat here, only had drinks. The wines are a bit pricey. I couldn't comment on the cocktails. The height gives you a semi-rooftop experience. You can smoke on the outdoor terrace. It can get very busy on weekends.",5,1/2/2026,3/8/2025,Service & Staff,46
"Frank's is a fun nightclub bar. I didn't eat here, only had drinks. The wines are a bit pricey. I couldn't comment on the cocktails. The height gives you a semi-rooftop experience. You can smoke on the outdoor terrace. It can get very busy on weekends.",5,1/2/2026,3/8/2025,Price & Entry,46
"Frank's is a fun nightclub bar. I didn't eat here, only had drinks. The wines are a bit pricey. I couldn't comment on the cocktails. The height gives you a semi-rooftop experience. You can smoke on the outdoor terrace. It can get very busy on weekends.",5,1/2/2026,3/8/2025,Facilities & Safety,46
"The scariest place in the world, you need connections to get service. 0 points, I will never go there again. Congratulations on your excellent performance on Monday night.",1,1/2/2026,10/4/2025,Service & Staff,28
"The scariest place in the world, you need connections to get service. 0 points, I will never go there again. Congratulations on your excellent performance on Monday night.",1,1/2/2026,10/4/2025,Facilities & Safety,28
"We attended an event that started at noon. It was incredibly hot outdoors, so we were lucky it didn't rain. It's quite close to Taipei 101, so it would have been incredibly beautiful at night!",4,1/2/2026,1/4/2020,Crowd & Atmosphere,35
"We attended an event that started at noon. It was incredibly hot outdoors, so we were lucky it didn't rain. It's quite close to Taipei 101, so it would have been incredibly beautiful at night!",4,1/2/2026,1/4/2020,Service & Staff,35
"The view is great, the service attitude is good, the service staff is very enthusiastic to help us take pictures, and they also bring their own lights. Just when my foreign friend came back, he said that this is the best bar service he has …",5,1/2/2026,1/4/2019,Drinks & Alcohol,46
"The view is great, the service attitude is good, the service staff is very enthusiastic to help us take pictures, and they also bring their own lights. Just when my foreign friend came back, he said that this is the best bar service he has …",5,1/2/2026,1/4/2019,Service & Staff,46
"The view is great, the service attitude is good, the service staff is very enthusiastic to help us take pictures, and they also bring their own lights. Just when my foreign friend came back, he said that this is the best bar service he has …",5,1/2/2026,1/4/2019,Facilities & Safety,46
"This was my second visit, but the bartender was slow and I had to wait a long time for my drink. The worst ever. If you're going to watch the fireworks at 101, the best sofa seats are better.",2,1/2/2026,1/3/2024,Drinks & Alcohol,39
"In ATT 4 FUN, which gathers many nightclubs at the same time, FRANK on the 10th floor has not only indoor space, but also a 200-ping landscape terrace on the 11th floor, so you can enjoy two different views of indoor and outdoor at the same …",4,1/2/2026,1/4/2020,Crowd & Atmosphere,47
"In ATT 4 FUN, which gathers many nightclubs at the same time, FRANK on the 10th floor has not only indoor space, but also a 200-ping landscape terrace on the 11th floor, so you can enjoy two different views of indoor and outdoor at the same …",4,1/2/2026,1/4/2020,Service & Staff,47
"In ATT 4 FUN, which gathers many nightclubs at the same time, FRANK on the 10th floor has not only indoor space, but also a 200-ping landscape terrace on the 11th floor, so you can enjoy two different views of indoor and outdoor at the same …",4,1/2/2026,1/4/2020,Facilities & Safety,47
"The night view is stunning! The cocktails were perfectly blended, and the ones we ordered were amazing! They were easy to drink and left a very refreshing feeling. The strength of the drinks was also impressive. Also, a big thank you to the waiter, Lucus, for being so kind and helping me and my friend take beautiful photos.",4,1/2/2026,1/2/2025,Drinks & Alcohol,58
"The night view is stunning! The cocktails were perfectly blended, and the ones we ordered were amazing! They were easy to drink and left a very refreshing feeling. The strength of the drinks was also impressive. Also, a big thank you to the waiter, Lucus, for being so kind and helping me and my friend take beautiful photos.",4,1/2/2026,1/2/2025,Crowd & Atmosphere,58
