review_text,rating,scrape_date,review_date,category,word_count
The atmosphere is very chill and the service is really nice. Would recommend for anyone that just wants a chill bar to hangout with friends. (We can when I just open so it might be different at a different time),5,2026-01-02,2024-01-03,Service & Staff,40
Kor has great R&B and hip hop music and surprisingly decent drinks. The place is too upscale though and I find the crowd a bit too high class for lack of better words for me.,3,2026-01-02,2024-01-03,Music & DJ,35
Kor has great R&B and hip hop music and surprisingly decent drinks. The place is too upscale though and I find the crowd a bit too high class for lack of better words for me.,3,2026-01-02,2024-01-03,Drinks & Alcohol,35
Kor has great R&B and hip hop music and surprisingly decent drinks. The place is too upscale though and I find the crowd a bit too high class for lack of better words for me.,3,2026-01-02,2024-01-03,Crowd & Atmosphere,35
Kor has great R&B and hip hop music and surprisingly decent drinks. The place is too upscale though and I find the crowd a bit too high class for lack of better words for me.,3,2026-01-02,2024-01-03,Service & Staff,35
Kor has great R&B and hip hop music and surprisingly decent drinks. The place is too upscale though and I find the crowd a bit too high class for lack of better words for me.,3,2026-01-02,2024-01-03,Facilities & Safety,35
Awesome place to drink and chat with friends!,5,2026-01-02,2024-01-03,Drinks & Alcohol,8
Awesome place to drink and chat with friends!,5,2026-01-02,2024-01-03,Facilities & Safety,8
"Great place to chill with friends, a cut above the rest. KOR has always been a great place to go to catch up with friends rather than simply just party and point to your ears that you can’t hear anything. I wish there were more places like this, classy, cool, with great cocktails & chicken 😅 …",5,2026-01-02,2021-01-03,Drinks & Alcohol,57
"Great place to chill with friends, a cut above the rest. KOR has always been a great place to go to catch up with friends rather than simply just party and point to your ears that you can’t hear anything. I wish there were more places like this, classy, cool, with great cocktails & chicken 😅 …",5,2026-01-02,2021-01-03,Facilities & Safety,57
I only gave it a one star because it’s all I could give. They didn’t allow us (the foreigners) into the place under the excuse we don’t have a reservation but the group behind us was let in without one! They could have just said no foreigners instead of giving us a lie,1,2026-01-02,2025-01-02,Facilities & Safety,53
Vincent was an awesome bartender.  I told him I wanted something sweet and he delivered the best drink ever.,5,2026-01-02,2025-01-02,Drinks & Alcohol,19
Amazing cocktail selection,5,2026-01-02,2025-06-06,Drinks & Alcohol,3
"I just had the baddest experience there, I’ve waited in line for more than 10 minutes, I went there with shorts, they let me in, I passed through 2 counters and security checked me and didn’t say nothing about me wearing shorts, then after …",1,2026-01-02,2023-01-03,Service & Staff,45
"Good service, very creative cocktails and perfectly made by Kai. Music is good and overall a very nice lounge space for a drink and music.",5,2026-01-02,2025-01-02,Music & DJ,25
"Good service, very creative cocktails and perfectly made by Kai. Music is good and overall a very nice lounge space for a drink and music.",5,2026-01-02,2025-01-02,Drinks & Alcohol,25
"Good service, very creative cocktails and perfectly made by Kai. Music is good and overall a very nice lounge space for a drink and music.",5,2026-01-02,2025-01-02,Crowd & Atmosphere,25
"Good service, very creative cocktails and perfectly made by Kai. Music is good and overall a very nice lounge space for a drink and music.",5,2026-01-02,2025-01-02,Service & Staff,25
"Good service, very creative cocktails and perfectly made by Kai. Music is good and overall a very nice lounge space for a drink and music.",5,2026-01-02,2025-01-02,Facilities & Safety,25
"Okayyy first of all, this is my second time here. First time went smooth, then here we go tonight we are trying to get in and guess what the receptionist girl said we need to have a table so we can get in.. but then I accidentally met a …",1,2026-01-02,2023-01-03,Service & Staff,50
"Okayyy first of all, this is my second time here. First time went smooth, then here we go tonight we are trying to get in and guess what the receptionist girl said we need to have a table so we can get in.. but then I accidentally met a …",1,2026-01-02,2023-01-03,Facilities & Safety,50
Fine music Nice place Friendly staff Coxy environment,5,2026-01-02,2024-01-03,Music & DJ,8
Fine music Nice place Friendly staff Coxy environment,5,2026-01-02,2024-01-03,Service & Staff,8
Fine music Nice place Friendly staff Coxy environment,5,2026-01-02,2024-01-03,Facilities & Safety,8
The best fried chicken in town! They are actually open at 9 so it’s a perfect place for late dinner and hangout! (Guava cocktail is 👌🏻) …,5,2026-01-02,2024-01-03,Drinks & Alcohol,27
The best fried chicken in town! They are actually open at 9 so it’s a perfect place for late dinner and hangout! (Guava cocktail is 👌🏻) …,5,2026-01-02,2024-01-03,Facilities & Safety,27
The best nightclub/bar in taipei in my opinion. Great unique drinks and also great food. Sound system also on point. Beautiful people and a fantastic venue makes it THE nightlife spot in town.,5,2026-01-02,2021-01-03,Music & DJ,33
The best nightclub/bar in taipei in my opinion. Great unique drinks and also great food. Sound system also on point. Beautiful people and a fantastic venue makes it THE nightlife spot in town.,5,2026-01-02,2021-01-03,Drinks & Alcohol,33
The best nightclub/bar in taipei in my opinion. Great unique drinks and also great food. Sound system also on point. Beautiful people and a fantastic venue makes it THE nightlife spot in town.,5,2026-01-02,2021-01-03,Crowd & Atmosphere,33
"First time drop in , Ordered  a Long Island cocktail for the long night , bitter lemon refreshed the mind , …",5,2026-01-02,2023-01-03,Drinks & Alcohol,22
"Lame place, we were not admitted for some unknown reason. We did not have table but before I was in many times. Basically the guard was unfriendly and said no can no can…. 🤡avoid like the plague …",1,2026-01-02,2025-01-02,Service & Staff,38
"Lame place, we were not admitted for some unknown reason. We did not have table but before I was in many times. Basically the guard was unfriendly and said no can no can…. 🤡avoid like the plague …",1,2026-01-02,2025-01-02,Facilities & Safety,38
Not admitted. Two non-asian male foreigners. Both of us dressed well. So I presume it is a race thing.,1,2026-01-02,2025-03-08,Service & Staff,19
Not admitted. Two non-asian male foreigners. Both of us dressed well. So I presume it is a race thing.,1,2026-01-02,2025-03-08,Facilities & Safety,19
Nice place to hang out with friends so chill 👍🏻 …,5,2026-01-02,2024-01-03,Facilities & Safety,11
"This place has a relaxed, casual vibe.🫶 …",5,2026-01-02,2024-01-03,Crowd & Atmosphere,8
"This place has a relaxed, casual vibe.🫶 …",5,2026-01-02,2024-01-03,Facilities & Safety,8
Great bar with friendly staff and great music. Perfect for those who want to stay away from EDM or house music. Wednesday night request line night is the right time to relax and hear the music your request.,5,2026-01-02,2021-01-03,Music & DJ,38
Great bar with friendly staff and great music. Perfect for those who want to stay away from EDM or house music. Wednesday night request line night is the right time to relax and hear the music your request.,5,2026-01-02,2021-01-03,Drinks & Alcohol,38
Great bar with friendly staff and great music. Perfect for those who want to stay away from EDM or house music. Wednesday night request line night is the right time to relax and hear the music your request.,5,2026-01-02,2021-01-03,Service & Staff,38
"Vain rich people, loud environment that will have you yell to have a conversation, and overpriced drinks (seriously, more expensive than Paris). Let's talk about Paris : rents nearly twice as expensive as Taipei. Paris Labour costs are 2x …",1,2026-01-02,2023-01-03,Drinks & Alcohol,40
"Vain rich people, loud environment that will have you yell to have a conversation, and overpriced drinks (seriously, more expensive than Paris). Let's talk about Paris : rents nearly twice as expensive as Taipei. Paris Labour costs are 2x …",1,2026-01-02,2023-01-03,Crowd & Atmosphere,40
"Vain rich people, loud environment that will have you yell to have a conversation, and overpriced drinks (seriously, more expensive than Paris). Let's talk about Paris : rents nearly twice as expensive as Taipei. Paris Labour costs are 2x …",1,2026-01-02,2023-01-03,Service & Staff,40
"Vain rich people, loud environment that will have you yell to have a conversation, and overpriced drinks (seriously, more expensive than Paris). Let's talk about Paris : rents nearly twice as expensive as Taipei. Paris Labour costs are 2x …",1,2026-01-02,2023-01-03,Price & Entry,40
Best drinking go to place in town. Services are crazily on point! Must go and check “Joy”(the staff) out! …,5,2026-01-02,2024-01-03,Drinks & Alcohol,20
Best drinking go to place in town. Services are crazily on point! Must go and check “Joy”(the staff) out! …,5,2026-01-02,2024-01-03,Service & Staff,20
Best drinking go to place in town. Services are crazily on point! Must go and check “Joy”(the staff) out! …,5,2026-01-02,2024-01-03,Facilities & Safety,20
I met the most beautiful girl in Kor. And the best bartender at Kor is Tim. Thank you Tim for amazing cocktails. He’s the friendliest bartender here.,5,2026-01-02,2024-01-03,Drinks & Alcohol,27
Lots of guys come here to pick up drunk girls . Hard to buy a drink as it crowded.,5,2026-01-02,2024-01-03,Drinks & Alcohol,19
Lots of guys come here to pick up drunk girls . Hard to buy a drink as it crowded.,5,2026-01-02,2024-01-03,Crowd & Atmosphere,19
"Great place to enjoy drinks before getting down to some awesome beats by DJ Washichar Vincente (bartender) is mad cool, find him for solid drinks!!!!",5,2026-01-02,2024-01-03,Music & DJ,25
"Great place to enjoy drinks before getting down to some awesome beats by DJ Washichar Vincente (bartender) is mad cool, find him for solid drinks!!!!",5,2026-01-02,2024-01-03,Drinks & Alcohol,25
"Great place to enjoy drinks before getting down to some awesome beats by DJ Washichar Vincente (bartender) is mad cool, find him for solid drinks!!!!",5,2026-01-02,2024-01-03,Facilities & Safety,25
"My favorite place in Taipei 😊 Feels like a second living room where you can hang out and catch up with your friends, while enjoying a good drink and amazing food (try the fried chicken, its the best in town - hands down) 🙏🏻🙌🏻 …",5,2026-01-02,2021-01-03,Drinks & Alcohol,45
"My favorite place in Taipei 😊 Feels like a second living room where you can hang out and catch up with your friends, while enjoying a good drink and amazing food (try the fried chicken, its the best in town - hands down) 🙏🏻🙌🏻 …",5,2026-01-02,2021-01-03,Facilities & Safety,45
"Finally get a chance to visit! It’s a pretty bar and they provide locker to put your stuff, so that you can enjoy yourself without carrying a lot of bags if you just went shopping!",5,2026-01-02,2021-01-03,Drinks & Alcohol,35
"Finally get a chance to visit! It’s a pretty bar and they provide locker to put your stuff, so that you can enjoy yourself without carrying a lot of bags if you just went shopping!",5,2026-01-02,2021-01-03,Service & Staff,35
Amazing place!推推 Remember to wear shoes or u can’t get inside~,5,2026-01-02,2024-01-03,Facilities & Safety,11
Vibe is super cool and sophisticated. Good music and drinks. Bartenders are very friendly and helpful.,5,2026-01-02,2024-01-03,Music & DJ,16
Vibe is super cool and sophisticated. Good music and drinks. Bartenders are very friendly and helpful.,5,2026-01-02,2024-01-03,Drinks & Alcohol,16
Vibe is super cool and sophisticated. Good music and drinks. Bartenders are very friendly and helpful.,5,2026-01-02,2024-01-03,Crowd & Atmosphere,16
Vibe is super cool and sophisticated. Good music and drinks. Bartenders are very friendly and helpful.,5,2026-01-02,2024-01-03,Service & Staff,16
"rude rude rude RUDE female worker at the admission table. for absolutely no reason. otherwise a really high end venue, friendly bartenders and great drinks. would have been 5 stars.",2,2026-01-02,2023-01-03,Drinks & Alcohol,30
"rude rude rude RUDE female worker at the admission table. for absolutely no reason. otherwise a really high end venue, friendly bartenders and great drinks. would have been 5 stars.",2,2026-01-02,2023-01-03,Service & Staff,30
Cool cocktail and great vibe. Staffs are friendly and the music is great! miss their guava cocktail  🍹 …,5,2026-01-02,2024-01-03,Music & DJ,19
Cool cocktail and great vibe. Staffs are friendly and the music is great! miss their guava cocktail  🍹 …,5,2026-01-02,2024-01-03,Drinks & Alcohol,19
Cool cocktail and great vibe. Staffs are friendly and the music is great! miss their guava cocktail  🍹 …,5,2026-01-02,2024-01-03,Crowd & Atmosphere,19
Cool cocktail and great vibe. Staffs are friendly and the music is great! miss their guava cocktail  🍹 …,5,2026-01-02,2024-01-03,Service & Staff,19
"Classy, high energy bar with non-stop hip hop all night long!  Great cocktails and tasty bar snacks, notably the fried chicken and cheeseburger wontons!",5,2026-01-02,2023-01-03,Music & DJ,24
"Classy, high energy bar with non-stop hip hop all night long!  Great cocktails and tasty bar snacks, notably the fried chicken and cheeseburger wontons!",5,2026-01-02,2023-01-03,Drinks & Alcohol,24
"Classy, high energy bar with non-stop hip hop all night long!  Great cocktails and tasty bar snacks, notably the fried chicken and cheeseburger wontons!",5,2026-01-02,2023-01-03,Facilities & Safety,24
The coolest bar ever!!,5,2026-01-02,2025-09-04,Drinks & Alcohol,4
"Cozy atmosphere, friendly staff, great cocktails, and live music. Perfect spot for a chill night out with friends.",5,2026-01-02,2025-01-02,Music & DJ,18
"Cozy atmosphere, friendly staff, great cocktails, and live music. Perfect spot for a chill night out with friends.",5,2026-01-02,2025-01-02,Drinks & Alcohol,18
"Cozy atmosphere, friendly staff, great cocktails, and live music. Perfect spot for a chill night out with friends.",5,2026-01-02,2025-01-02,Crowd & Atmosphere,18
"Cozy atmosphere, friendly staff, great cocktails, and live music. Perfect spot for a chill night out with friends.",5,2026-01-02,2025-01-02,Service & Staff,18
Fantastic cocktail and everyone here is so friendly even the staff and bartender! Vincente is the best entertainer!!,5,2026-01-02,2024-01-03,Drinks & Alcohol,18
Fantastic cocktail and everyone here is so friendly even the staff and bartender! Vincente is the best entertainer!!,5,2026-01-02,2024-01-03,Service & Staff,18
we came here for our first time and wanted to order our first drink but after 20 minuts there was still nobody to take our order at the bar so we left without having a drink... very bad service for us never again,1,2026-01-02,2023-01-03,Drinks & Alcohol,43
we came here for our first time and wanted to order our first drink but after 20 minuts there was still nobody to take our order at the bar so we left without having a drink... very bad service for us never again,1,2026-01-02,2023-01-03,Service & Staff,43
Great service and good cocktail recommendations from Joy. We will return again to try other flavours. 👍🏻👍🏻👍🏻 …,5,2026-01-02,2024-01-03,Drinks & Alcohol,18
Great service and good cocktail recommendations from Joy. We will return again to try other flavours. 👍🏻👍🏻👍🏻 …,5,2026-01-02,2024-01-03,Service & Staff,18
Security shall keep eyes on someone who spill drinks all night. My friend get damage due to someone broke glasses.,4,2026-01-02,2025-01-02,Drinks & Alcohol,20
Security shall keep eyes on someone who spill drinks all night. My friend get damage due to someone broke glasses.,4,2026-01-02,2025-01-02,Service & Staff,20
Amazing service and friendly personnel. The bar looks really fancy and the music is excellent.,5,2026-01-02,2024-01-03,Music & DJ,15
Amazing service and friendly personnel. The bar looks really fancy and the music is excellent.,5,2026-01-02,2024-01-03,Drinks & Alcohol,15
Amazing service and friendly personnel. The bar looks really fancy and the music is excellent.,5,2026-01-02,2024-01-03,Service & Staff,15
"Way too much cigarette smoke! If Kor bans smoking, it will be one of the best clubs in Taipei.",1,2026-01-02,2024-01-03,Crowd & Atmosphere,19
"Way too much cigarette smoke! If Kor bans smoking, it will be one of the best clubs in Taipei.",1,2026-01-02,2024-01-03,Facilities & Safety,19
Nice vibe! Lots of expats. Definitely a place to visit! Don’t miss the chance to visit this place!,5,2026-01-02,2025-01-02,Crowd & Atmosphere,18
Nice vibe! Lots of expats. Definitely a place to visit! Don’t miss the chance to visit this place!,5,2026-01-02,2025-01-02,Facilities & Safety,18
"Drinks are OK...people ARE OK. But the music is very boring, all night the same beat and no creativity or chance to dance or party for real. Boring....",3,2026-01-02,2018-01-04,Music & DJ,28
"Drinks are OK...people ARE OK. But the music is very boring, all night the same beat and no creativity or chance to dance or party for real. Boring....",3,2026-01-02,2018-01-04,Drinks & Alcohol,28
"Drinks are OK...people ARE OK. But the music is very boring, all night the same beat and no creativity or chance to dance or party for real. Boring....",3,2026-01-02,2018-01-04,Crowd & Atmosphere,28
Chill bar I like it,5,2026-01-02,2025-05-07,Drinks & Alcohol,5
"Best bar in Taipei. Recommend signature cocktails, quite unique in Taiwan.",5,2026-01-02,2024-01-03,Drinks & Alcohol,11
Kor is the best place ever! First time here and feels like I’ve been sooo many times thanks to super nice people there!! 🥺💚 …,5,2026-01-02,2024-01-03,Crowd & Atmosphere,25
Kor is the best place ever! First time here and feels like I’ve been sooo many times thanks to super nice people there!! 🥺💚 …,5,2026-01-02,2024-01-03,Facilities & Safety,25
The atmosphere is always lively but the staff is very rude and unwelcoming. Would not recommend going here!,2,2026-01-02,2024-01-03,Crowd & Atmosphere,18
The atmosphere is always lively but the staff is very rude and unwelcoming. Would not recommend going here!,2,2026-01-02,2024-01-03,Service & Staff,18
"Great atmosphere. Must try their signature cocktails, especially fruitopia!🤟🏻 …",5,2026-01-02,2024-01-03,Drinks & Alcohol,10
"Great atmosphere. Must try their signature cocktails, especially fruitopia!🤟🏻 …",5,2026-01-02,2024-01-03,Crowd & Atmosphere,10
"Good vibe, good drinks, great people and music! Def will visit again next time!",5,2026-01-02,2025-01-02,Music & DJ,14
"Good vibe, good drinks, great people and music! Def will visit again next time!",5,2026-01-02,2025-01-02,Drinks & Alcohol,14
"Good vibe, good drinks, great people and music! Def will visit again next time!",5,2026-01-02,2025-01-02,Crowd & Atmosphere,14
Amazing place you must visit in Taipei!,5,2026-01-02,2023-01-03,Facilities & Safety,7
Hip hop music is awesome. Drinks are legit. Ladies washroom is very clean.,5,2026-01-02,2024-01-03,Music & DJ,13
Hip hop music is awesome. Drinks are legit. Ladies washroom is very clean.,5,2026-01-02,2024-01-03,Drinks & Alcohol,13
Hip hop music is awesome. Drinks are legit. Ladies washroom is very clean.,5,2026-01-02,2024-01-03,Facilities & Safety,13
Too many cigarettes. I cannot breathe and all my clothes smell like smoke. Please ban indoor smoking!,1,2026-01-02,2024-01-03,Crowd & Atmosphere,17
Too many cigarettes. I cannot breathe and all my clothes smell like smoke. Please ban indoor smoking!,1,2026-01-02,2024-01-03,Service & Staff,17
Too many cigarettes. I cannot breathe and all my clothes smell like smoke. Please ban indoor smoking!,1,2026-01-02,2024-01-03,Facilities & Safety,17
Amazing server with great atmosphere :) recommended to everyone,5,2026-01-02,2025-01-02,Crowd & Atmosphere,9
Rude bouncers and dishonest employees. I got bruises on my arms and shoulders from them pushing me and my friend out of the club. Refused to cooperate to look for our stuff even though the police was already involved. They gave the wrong …,1,2026-01-02,2019-01-04,Service & Staff,44
Ace is the best and then i like kor so much The vibe makes me drunk by Chloe,5,2026-01-02,2024-01-03,Drinks & Alcohol,18
Ace is the best and then i like kor so much The vibe makes me drunk by Chloe,5,2026-01-02,2024-01-03,Crowd & Atmosphere,18
Ace is the best and then i like kor so much The vibe makes me drunk by Chloe,5,2026-01-02,2024-01-03,Facilities & Safety,18
Always feeling like a king here.  Stop treating me with great service and serving delicious drinks! Lots to look at!,5,2026-01-02,2024-01-03,Drinks & Alcohol,20
Always feeling like a king here.  Stop treating me with great service and serving delicious drinks! Lots to look at!,5,2026-01-02,2024-01-03,Service & Staff,20
Great place and good music but the service was off the staff or not so helpful,5,2026-01-02,2024-01-03,Music & DJ,16
Great place and good music but the service was off the staff or not so helpful,5,2026-01-02,2024-01-03,Service & Staff,16
Great place and good music but the service was off the staff or not so helpful,5,2026-01-02,2024-01-03,Facilities & Safety,16
Cocktails all good love French martini Zitis talent nice ~,5,2026-01-02,2025-01-02,Drinks & Alcohol,10
"Love the space, sounds, and the cocktails are delicious! Hottest night spot in Taipei.",5,2026-01-02,2024-01-03,Music & DJ,14
"Love the space, sounds, and the cocktails are delicious! Hottest night spot in Taipei.",5,2026-01-02,2024-01-03,Drinks & Alcohol,14
"Love the space, sounds, and the cocktails are delicious! Hottest night spot in Taipei.",5,2026-01-02,2024-01-03,Crowd & Atmosphere,14
"Love the space, sounds, and the cocktails are delicious! Hottest night spot in Taipei.",5,2026-01-02,2024-01-03,Facilities & Safety,14
amazing club amazing service bartender vicente was simply delightful and skilled,5,2026-01-02,2025-01-02,Drinks & Alcohol,11
amazing club amazing service bartender vicente was simply delightful and skilled,5,2026-01-02,2025-01-02,Service & Staff,11
"Outstanding place to drink that has a mix of everything from good music, bottle service, great staff, good mature crowd",5,2026-01-02,2018-01-04,Music & DJ,20
"Outstanding place to drink that has a mix of everything from good music, bottle service, great staff, good mature crowd",5,2026-01-02,2018-01-04,Drinks & Alcohol,20
"Outstanding place to drink that has a mix of everything from good music, bottle service, great staff, good mature crowd",5,2026-01-02,2018-01-04,Crowd & Atmosphere,20
"Outstanding place to drink that has a mix of everything from good music, bottle service, great staff, good mature crowd",5,2026-01-02,2018-01-04,Service & Staff,20
"Outstanding place to drink that has a mix of everything from good music, bottle service, great staff, good mature crowd",5,2026-01-02,2018-01-04,Facilities & Safety,20
One of the nice clubs for for quality time with quality drinking party friends. More for guys in mid 20s and 30s.,5,2026-01-02,2024-01-03,Drinks & Alcohol,22
The club is really nice! The atmosphere is great and the drinks are good :),5,2026-01-02,2024-01-03,Drinks & Alcohol,15
The club is really nice! The atmosphere is great and the drinks are good :),5,2026-01-02,2024-01-03,Crowd & Atmosphere,15
Guava is pretty cool and yum!,5,2026-01-02,2024-01-03,Service & Staff,6
"Music was good, i was there on a Tuesday and it the only club open and everyone was foreign.",5,2026-01-02,2024-01-03,Music & DJ,19
Nice bartenders with good skills. Of course the environment is very nice to all standards,5,2026-01-02,2024-01-03,Drinks & Alcohol,15
"Super fun, really good drinks and perfect service 🥰 …",5,2026-01-02,2024-01-03,Drinks & Alcohol,10
"Super fun, really good drinks and perfect service 🥰 …",5,2026-01-02,2024-01-03,Crowd & Atmosphere,10
"Super fun, really good drinks and perfect service 🥰 …",5,2026-01-02,2024-01-03,Service & Staff,10
"Great place!!! Not my first time to KOR, still enjoy the vibe every time.",5,2026-01-02,2024-01-03,Crowd & Atmosphere,14
"Great place!!! Not my first time to KOR, still enjoy the vibe every time.",5,2026-01-02,2024-01-03,Facilities & Safety,14
Good vibe. Good music. Nice drinks. Good place for chatting with friends.,5,2026-01-02,2025-01-02,Music & DJ,12
Good vibe. Good music. Nice drinks. Good place for chatting with friends.,5,2026-01-02,2025-01-02,Drinks & Alcohol,12
Good vibe. Good music. Nice drinks. Good place for chatting with friends.,5,2026-01-02,2025-01-02,Crowd & Atmosphere,12
Good vibe. Good music. Nice drinks. Good place for chatting with friends.,5,2026-01-02,2025-01-02,Facilities & Safety,12
"Great atmosphere, drinks are nice, good place to hangout with friends.",5,2026-01-02,2024-01-03,Drinks & Alcohol,11
"Great atmosphere, drinks are nice, good place to hangout with friends.",5,2026-01-02,2024-01-03,Crowd & Atmosphere,11
"Great atmosphere, drinks are nice, good place to hangout with friends.",5,2026-01-02,2024-01-03,Facilities & Safety,11
Probably the most judgemental and condescending bouncer ever. It's 2023 and bouncer here still side eyes interracial couples. Get yourself a foreigner girlfriend.....oh wait.. you probably can't...,1,2026-01-02,2024-01-03,Service & Staff,27
Probably the most judgemental and condescending bouncer ever. It's 2023 and bouncer here still side eyes interracial couples. Get yourself a foreigner girlfriend.....oh wait.. you probably can't...,1,2026-01-02,2024-01-03,Facilities & Safety,27
Bartenders service was amazing! Definitely recommend.  Drinks are $$$,5,2026-01-02,2024-01-03,Drinks & Alcohol,9
Bartenders service was amazing! Definitely recommend.  Drinks are $$$,5,2026-01-02,2024-01-03,Service & Staff,9
Did not let us in. We came at 10:45 pm. It was not crowded and no one in line.,1,2026-01-02,2024-01-03,Crowd & Atmosphere,19
The music was absolutely horrible. The bar was filled with people just walking back and forth with no apparent reasons. Overall disappointing.,1,2026-01-02,2022-01-03,Music & DJ,22
The music was absolutely horrible. The bar was filled with people just walking back and forth with no apparent reasons. Overall disappointing.,1,2026-01-02,2022-01-03,Drinks & Alcohol,22
The music was absolutely horrible. The bar was filled with people just walking back and forth with no apparent reasons. Overall disappointing.,1,2026-01-02,2022-01-03,Crowd & Atmosphere,22
The music was absolutely horrible. The bar was filled with people just walking back and forth with no apparent reasons. Overall disappointing.,1,2026-01-02,2022-01-03,Facilities & Safety,22
Fantastic place for drinking and parting Great music+ amazing cocktails🧚🏻‍♂️🧚🏻‍♂️🧚🏻‍♂️ …,5,2026-01-02,2024-01-03,Music & DJ,11
Fantastic place for drinking and parting Great music+ amazing cocktails🧚🏻‍♂️🧚🏻‍♂️🧚🏻‍♂️ …,5,2026-01-02,2024-01-03,Drinks & Alcohol,11
Fantastic place for drinking and parting Great music+ amazing cocktails🧚🏻‍♂️🧚🏻‍♂️🧚🏻‍♂️ …,5,2026-01-02,2024-01-03,Facilities & Safety,11
I love here the view so nice and the Bartender so friendly I will be back to here,5,2026-01-02,2024-01-03,Drinks & Alcohol,18
I love here the view so nice and the Bartender so friendly I will be back to here,5,2026-01-02,2024-01-03,Service & Staff,18
I love here the view so nice and the Bartender so friendly I will be back to here,5,2026-01-02,2024-01-03,Facilities & Safety,18
Nice place,5,2026-01-02,2025-06-06,Facilities & Safety,2
Great drinks! Servers are super attentive and nice!,5,2026-01-02,2024-01-03,Drinks & Alcohol,8
Shisha was good and strong and the drinks tasted great,5,2026-01-02,2025-01-02,Drinks & Alcohol,10
"The night bars off the chain, and omni is next door too, easy club hopping if you'd ask me!!!",5,2026-01-02,2021-01-03,Drinks & Alcohol,19
"The night bars off the chain, and omni is next door too, easy club hopping if you'd ask me!!!",5,2026-01-02,2021-01-03,Service & Staff,19
"Amazing venue, great decor with good service",5,2026-01-02,2025-01-02,Service & Staff,7
"Amazing vibes and cocktails for parties, gatherings or simply a weekday drinks! Xx",5,2026-01-02,2024-01-03,Drinks & Alcohol,13
"Amazing vibes and cocktails for parties, gatherings or simply a weekday drinks! Xx",5,2026-01-02,2024-01-03,Crowd & Atmosphere,13
"Great place, great vibe!! The best bar in Taipei for sure!!",5,2026-01-02,2024-01-03,Drinks & Alcohol,11
"Great place, great vibe!! The best bar in Taipei for sure!!",5,2026-01-02,2024-01-03,Crowd & Atmosphere,11
"Great place, great vibe!! The best bar in Taipei for sure!!",5,2026-01-02,2024-01-03,Facilities & Safety,11
"Very nice place, Vincente is a very nice bar-made!",5,2026-01-02,2025-01-02,Drinks & Alcohol,9
"Very nice place, Vincente is a very nice bar-made!",5,2026-01-02,2025-01-02,Facilities & Safety,9
"Didn’t let me in cuz I was wearing shorts, came back wearing pants and got in, and seeing other girls wearing shorts inside🤷🏿‍♂️🤷🏿‍♂️🤷🏿‍♂️ …",3,2026-01-02,2024-01-03,Facilities & Safety,24
Been to most major bars in taipei and this is by far the best  bar,5,2026-01-02,2024-01-03,Drinks & Alcohol,15
Best bar in Taipei n great great hip pop music brings any vibes!!!!,5,2026-01-02,2023-01-03,Music & DJ,13
Best bar in Taipei n great great hip pop music brings any vibes!!!!,5,2026-01-02,2023-01-03,Drinks & Alcohol,13
Best bar in Taipei n great great hip pop music brings any vibes!!!!,5,2026-01-02,2023-01-03,Crowd & Atmosphere,13
"Cool vibes and ppl, great place to visit. love it ❤️",5,2026-01-02,2024-01-03,Crowd & Atmosphere,11
"Cool vibes and ppl, great place to visit. love it ❤️",5,2026-01-02,2024-01-03,Facilities & Safety,11
Chen is very service oriented and recommended us nice cocktails,5,2026-01-02,2024-01-03,Drinks & Alcohol,10
Chen is very service oriented and recommended us nice cocktails,5,2026-01-02,2024-01-03,Service & Staff,10
The drink is so good👍 …,5,2026-01-02,2024-01-03,Drinks & Alcohol,6
Great place great ambience great drinks!,4,2026-01-02,2022-01-03,Drinks & Alcohol,6
Great place great ambience great drinks!,4,2026-01-02,2022-01-03,Facilities & Safety,6
"Nice atmosphere and friendly service, definitely will be back anytime.",5,2026-01-02,2024-01-03,Crowd & Atmosphere,10
"Nice atmosphere and friendly service, definitely will be back anytime.",5,2026-01-02,2024-01-03,Service & Staff,10
"Nice atmosphere and friendly service, definitely will be back anytime.",5,2026-01-02,2024-01-03,Facilities & Safety,10
Entrance free and interesting places to mingle. Formal attire required!,4,2026-01-02,2024-01-03,Price & Entry,10
Entrance free and interesting places to mingle. Formal attire required!,4,2026-01-02,2024-01-03,Facilities & Safety,10
Dragon fruits cocktail taste good ! Bartender serve  pretty nic,5,2026-01-02,2023-01-03,Drinks & Alcohol,10
Dragon fruits cocktail taste good ! Bartender serve  pretty nic,5,2026-01-02,2023-01-03,Service & Staff,10
Good service!  Friendly staff and nice atmosphere,5,2026-01-02,2024-01-03,Crowd & Atmosphere,7
Good service!  Friendly staff and nice atmosphere,5,2026-01-02,2024-01-03,Service & Staff,7
"Drinks are fantastic, will def come back",5,2026-01-02,2025-01-02,Drinks & Alcohol,7
"Drinks are fantastic, will def come back",5,2026-01-02,2025-01-02,Facilities & Safety,7
Great atmosphere and awesome drinks along with great music and crowd!,5,2026-01-02,2018-01-04,Music & DJ,11
Great atmosphere and awesome drinks along with great music and crowd!,5,2026-01-02,2018-01-04,Drinks & Alcohol,11
Great atmosphere and awesome drinks along with great music and crowd!,5,2026-01-02,2018-01-04,Crowd & Atmosphere,11
I had fun but it gets too full,5,2026-01-02,2025-01-02,Crowd & Atmosphere,8
World class cocktails with the best music in a bar in Taiwan🍾🙌🤩 …,5,2026-01-02,2025-01-02,Music & DJ,13
