review_text,rating_stars,review_date,scrape_date,real_date,category,word_count
Great music and a decently-priced club. There's this half-asian bartender who always provides great service. Very smiley. I think he deserves a promotion and a raise. Would definitely recommend here.,5,4 years ago,12/31/2025,1/1/2022,Drinks & Alcohol,30
Great music and a decently-priced club. There's this half-asian bartender who always provides great service. Very smiley. I think he deserves a promotion and a raise. Would definitely recommend here.,5,4 years ago,12/31/2025,1/1/2022,Service & Staff,30
Great music and a decently-priced club. There's this half-asian bartender who always provides great service. Very smiley. I think he deserves a promotion and a raise. Would definitely recommend here.,5,4 years ago,12/31/2025,1/1/2022,Price & Entry,30
Packed on the weekend. Be sure to bring cash for the cover.,5,5 months ago,12/31/2025,8/3/2025,Crowd & Atmosphere,12
Packed on the weekend. Be sure to bring cash for the cover.,5,5 months ago,12/31/2025,8/3/2025,Price & Entry,12
Packed on the weekend. Be sure to bring cash for the cover.,5,5 months ago,12/31/2025,8/3/2025,Facilities & Safety,12
Way too crowded. Music isn't the best.,2,a year ago,12/31/2025,12/31/2024,Music & DJ,7
Way too crowded. Music isn't the best.,2,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,7
"You need 2 gene therapy shots, a booster and a passport to get in... sounds like they're pretty full of themselves to me. Do you want to play nightclub, or do you want to play Doctor. Enjoy your myocarditis.",3, 3 years ago,12/31/2025,1/1/2023,Music & DJ,39
"You need 2 gene therapy shots, a booster and a passport to get in... sounds like they're pretty full of themselves to me. Do you want to play nightclub, or do you want to play Doctor. Enjoy your myocarditis.",3, 3 years ago,12/31/2025,1/1/2023,Drinks & Alcohol,39
"You need 2 gene therapy shots, a booster and a passport to get in... sounds like they're pretty full of themselves to me. Do you want to play nightclub, or do you want to play Doctor. Enjoy your myocarditis.",3, 3 years ago,12/31/2025,1/1/2023,Crowd & Atmosphere,39
"You need 2 gene therapy shots, a booster and a passport to get in... sounds like they're pretty full of themselves to me. Do you want to play nightclub, or do you want to play Doctor. Enjoy your myocarditis.",3, 3 years ago,12/31/2025,1/1/2023,Service & Staff,39
A very popular and crowded night club in Taipei,4,6 months ago,12/31/2025,7/4/2025,Music & DJ,9
A very popular and crowded night club in Taipei,4,6 months ago,12/31/2025,7/4/2025,Crowd & Atmosphere,9
"my kind of music, R&B and mainstream. Friday is 300nt for 6 drinks which is mad cheap especially for this area. audience if full with kids, for me that's the only downside. …",4,4 years ago,12/31/2025,1/1/2022,Music & DJ,33
"my kind of music, R&B and mainstream. Friday is 300nt for 6 drinks which is mad cheap especially for this area. audience if full with kids, for me that's the only downside. …",4,4 years ago,12/31/2025,1/1/2022,Drinks & Alcohol,33
"my kind of music, R&B and mainstream. Friday is 300nt for 6 drinks which is mad cheap especially for this area. audience if full with kids, for me that's the only downside. …",4,4 years ago,12/31/2025,1/1/2022,Price & Entry,33
"Completely overcrowded, I almost got crushed on the dance floor and am covered in bruises the next morning. Unsafe, it’s only a matter of time before some gets severely injured here",1,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,31
"Completely overcrowded, I almost got crushed on the dance floor and am covered in bruises the next morning. Unsafe, it’s only a matter of time before some gets severely injured here",1,2 years ago,12/31/2025,1/1/2024,Price & Entry,31
"Completely overcrowded, I almost got crushed on the dance floor and am covered in bruises the next morning. Unsafe, it’s only a matter of time before some gets severely injured here",1,2 years ago,12/31/2025,1/1/2024,Facilities & Safety,31
"the bouncers there are rly bad, they dont know what they’re doing. they falsely accused one of my friends for having a “fake” vaccination card so its not rly professional there",1,3 years ago,12/31/2025,1/1/2023,Drinks & Alcohol,31
"the bouncers there are rly bad, they dont know what they’re doing. they falsely accused one of my friends for having a “fake” vaccination card so its not rly professional there",1,3 years ago,12/31/2025,1/1/2023,Service & Staff,31
"the bouncers there are rly bad, they dont know what they’re doing. they falsely accused one of my friends for having a “fake” vaccination card so its not rly professional there",1,3 years ago,12/31/2025,1/1/2023,Facilities & Safety,31
"The places is too crowded, and the drinks are not good enough. The smoke there due to the amount of people smoking is not comfortable. People hate the smell of cigarettes. Please prohibit people from smoking in.",2,2 years ago,12/31/2025,1/1/2024,Drinks & Alcohol,37
"The places is too crowded, and the drinks are not good enough. The smoke there due to the amount of people smoking is not comfortable. People hate the smell of cigarettes. Please prohibit people from smoking in.",2,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,37
"The places is too crowded, and the drinks are not good enough. The smoke there due to the amount of people smoking is not comfortable. People hate the smell of cigarettes. Please prohibit people from smoking in.",2,2 years ago,12/31/2025,1/1/2024,Service & Staff,37
"The places is too crowded, and the drinks are not good enough. The smoke there due to the amount of people smoking is not comfortable. People hate the smell of cigarettes. Please prohibit people from smoking in.",2,2 years ago,12/31/2025,1/1/2024,Facilities & Safety,37
This club is not worth your time!,1,3 months ago,12/31/2025,10/2/2025,Price & Entry,7
"They let absolutely everyone in, unbelievably crowded. Top 1 worst club experiences of my life.",1,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,15
I come here for a DJ that starts with S. He mostly plays 12 to 1 and knows what to play for the international crowd. Rest of the DJs just keep playing the same songs.,4,2 years ago,12/31/2025,1/1/2024,Music & DJ,35
I come here for a DJ that starts with S. He mostly plays 12 to 1 and knows what to play for the international crowd. Rest of the DJs just keep playing the same songs.,4,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,35
WARNING You need to bring your passport to enter. Also Taiwanese photo IDs stored on your phone are also not accepted.,1,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,21
WARNING You need to bring your passport to enter. Also Taiwanese photo IDs stored on your phone are also not accepted.,1,2 years ago,12/31/2025,1/1/2024,Facilities & Safety,21
"Crowded, cramp like tuna. Front desk keep collecting money and letting people in. High risk on safety if any emergency happens.",1,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,21
"Crowded, cramp like tuna. Front desk keep collecting money and letting people in. High risk on safety if any emergency happens.",1,a year ago,12/31/2025,12/31/2024,Price & Entry,21
"Crowded, cramp like tuna. Front desk keep collecting money and letting people in. High risk on safety if any emergency happens.",1,a year ago,12/31/2025,12/31/2024,Facilities & Safety,21
Sucks… It’s too much of restrict and lost of the item to help keep. It’s bad for foreigner to experience!,1,11 months ago,12/31/2025,2/4/2025,Facilities & Safety,20
It’s good compared to other clubs in Xinyi because it’s more hip hop based,5,2 years ago,12/31/2025,1/1/2024,Music & DJ,14
Please ban smoking. No one wants to inhale cigarette smoke inside. Extremely unhealthy environment with not enough ventilation.,1,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,18
Please ban smoking. No one wants to inhale cigarette smoke inside. Extremely unhealthy environment with not enough ventilation.,1,2 years ago,12/31/2025,1/1/2024,Facilities & Safety,18
"The place to be if you’re into pop music! Insane crowd and music, loved it!",5,a year ago,12/31/2025,12/31/2024,Music & DJ,15
"The place to be if you’re into pop music! Insane crowd and music, loved it!",5,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,15
"The place to be if you’re into pop music! Insane crowd and music, loved it!",5,a year ago,12/31/2025,12/31/2024,Facilities & Safety,15
"the best and high-end hip hop club in Taiwan ! Great vibe ,Great location with awesome music and ppls",5,5 years ago,12/31/2025,1/1/2021,Music & DJ,19
"the best and high-end hip hop club in Taiwan ! Great vibe ,Great location with awesome music and ppls",5,5 years ago,12/31/2025,1/1/2021,Crowd & Atmosphere,19
"No vibes no good music worst crowd, too crowded DONT GO if you want to save your night",1,2 years ago,12/31/2025,1/1/2024,Music & DJ,18
"No vibes no good music worst crowd, too crowded DONT GO if you want to save your night",1,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,18
"If everyone wants to sleep, you can come here. I was very sleepy when I got here. Best place to sleep",1,2 years ago,12/31/2025,1/1/2024,Facilities & Safety,21
Insane crowds but very fun and energetic.,5,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,7
"People smoke inside,that is really bad...Wallet's got stolen, even worse...",1,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,10
"People smoke inside,that is really bad...Wallet's got stolen, even worse...",1,a year ago,12/31/2025,12/31/2024,Facilities & Safety,10
Bartenders are very unfriendly. And the dance floor is really small.,2,3 years ago,12/31/2025,1/1/2023,Drinks & Alcohol,11
Bartenders are very unfriendly. And the dance floor is really small.,2,3 years ago,12/31/2025,1/1/2023,Crowd & Atmosphere,11
Bartenders are very unfriendly. And the dance floor is really small.,2,3 years ago,12/31/2025,1/1/2023,Service & Staff,11
"sleepy, terrible vibe, no one dance, the hall is too tight 🫠 …",1,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,13
bad music all the crowd are still quiet ，are they kniw what they playing？,1,2 years ago,12/31/2025,1/1/2024,Music & DJ,14
bad music all the crowd are still quiet ，are they kniw what they playing？,1,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,14
My lucky place  really nice club treat me well,5, a year ago,12/31/2025,12/31/2024,Facilities & Safety,9
Nice club with excellent sound system. Specially for younger crowds,5,4 years ago,12/31/2025,1/1/2022,Music & DJ,10
Nice club with excellent sound system. Specially for younger crowds,5,4 years ago,12/31/2025,1/1/2022,Crowd & Atmosphere,10
"Sardine city, way overcapacity, no room to dance",1,a year ago,12/31/2025,12/31/2024,Facilities & Safety,8
Good music and friendly staff. Great club overall!,5,5 years ago,12/31/2025,1/1/2021,Music & DJ,8
Good music and friendly staff. Great club overall!,5,5 years ago,12/31/2025,1/1/2021,Service & Staff,8
I’m Ruff PR Please contact me if you want to play Line guan-lin-shin,5,5 years ago,12/31/2025,1/1/2021,Service & Staff,13
I’m Ruff PR Please contact me if you want to play Line guan-lin-shin,5,5 years ago,12/31/2025,1/1/2021,Facilities & Safety,13
Only place that requires foreigners to have their passport. Meh.,2,2 years ago,12/31/2025,1/1/2024,Facilities & Safety,10
Music ok but so small u,3,2 years ago,12/31/2025,1/1/2024,Music & DJ,6
Nice music bur very crowded,3,a year ago,12/31/2025,12/31/2024,Music & DJ,5
Nice music bur very crowded,3,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,5
Too much cigarette smoke. I can’t breathe.,1,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,7
Good sound decent deco younger crowd,4,4 years ago,12/31/2025,1/1/2022,Music & DJ,6
Good sound decent deco younger crowd,4,4 years ago,12/31/2025,1/1/2022,Crowd & Atmosphere,6
Too crowded and too loud,1,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,5
"good music, good atmosphere",4,2 years ago,12/31/2025,1/1/2024,Music & DJ,4
"good music, good atmosphere",4,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,4
Good vibes.,5,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,2
Love the place,5,a year ago,12/31/2025,12/31/2024,Facilities & Safety,3
Good place,4,a year ago,12/31/2025,12/31/2024,Facilities & Safety,2
"I never rate places this low, but the amount of smoke and crowdedness deems a lower rating. Their music selection is quite good, but it is SO SMOKY and crowded. You are unable to dance on the dance floor because it’s just people bumping …",2,a week ago,12/31/2025,12/24/2025,Music & DJ,45
"I never rate places this low, but the amount of smoke and crowdedness deems a lower rating. Their music selection is quite good, but it is SO SMOKY and crowded. You are unable to dance on the dance floor because it’s just people bumping …",2,a week ago,12/31/2025,12/24/2025,Crowd & Atmosphere,45
"I never rate places this low, but the amount of smoke and crowdedness deems a lower rating. Their music selection is quite good, but it is SO SMOKY and crowded. You are unable to dance on the dance floor because it’s just people bumping …",2,a week ago,12/31/2025,12/24/2025,Facilities & Safety,45
"I went there for Li Haowei. It was incredibly crowded from the entrance, and it became extremely cramped once inside. I finally managed to get to the second row for my idol, but I kept getting pushed and shoved from behind. The girl next to …",1,a month ago,12/31/2025,12/1/2025,Crowd & Atmosphere,46
"It was very crowded, almost too crowded. After buying the alcohol, I wanted to go back to find my friend. The staff would push you forward; you couldn't turn. …",3,a month ago,12/31/2025,12/1/2025,Drinks & Alcohol,30
"It was very crowded, almost too crowded. After buying the alcohol, I wanted to go back to find my friend. The staff would push you forward; you couldn't turn. …",3,a month ago,12/31/2025,12/1/2025,Crowd & Atmosphere,30
"It was very crowded, almost too crowded. After buying the alcohol, I wanted to go back to find my friend. The staff would push you forward; you couldn't turn. …",3,a month ago,12/31/2025,12/1/2025,Service & Staff,30
"It was very crowded, almost too crowded. After buying the alcohol, I wanted to go back to find my friend. The staff would push you forward; you couldn't turn. …",3,a month ago,12/31/2025,12/1/2025,Facilities & Safety,30
A bit cramped and not very well-ventilated. The music is mostly pop; those who like electronic music might find it okay. …,4,a month ago,12/31/2025,12/1/2025,Music & DJ,22
"The place gets very crowded after 11 PM. You have to queue to enter and show your ID. You're not allowed to bring water and your belongings will be checked. The place smells strongly of cigarettes, the dance floor is crowded, and the music is loud. 600 per person, with a six-drink voucher.",3,a year ago,12/31/2025,12/31/2024,Music & DJ,53
"The place gets very crowded after 11 PM. You have to queue to enter and show your ID. You're not allowed to bring water and your belongings will be checked. The place smells strongly of cigarettes, the dance floor is crowded, and the music is loud. 600 per person, with a six-drink voucher.",3,a year ago,12/31/2025,12/31/2024,Drinks & Alcohol,53
"The place gets very crowded after 11 PM. You have to queue to enter and show your ID. You're not allowed to bring water and your belongings will be checked. The place smells strongly of cigarettes, the dance floor is crowded, and the music is loud. 600 per person, with a six-drink voucher.",3,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,53
"The place gets very crowded after 11 PM. You have to queue to enter and show your ID. You're not allowed to bring water and your belongings will be checked. The place smells strongly of cigarettes, the dance floor is crowded, and the music is loud. 600 per person, with a six-drink voucher.",3,a year ago,12/31/2025,12/31/2024,Facilities & Safety,53
The layout is terrible; it's impossible to get onto the dance floor.,3,a month ago,12/31/2025,12/1/2025,Crowd & Atmosphere,12
"The overall feeling at the venue was barely okay. It must have been because of Halloween, the whole place was packed. I wonder if the restaurant doesn't have a safe capacity limit?! If an accident happens there, it will be like the Korean …",3,a year ago,12/31/2025,12/31/2024,Drinks & Alcohol,44
"The overall feeling at the venue was barely okay. It must have been because of Halloween, the whole place was packed. I wonder if the restaurant doesn't have a safe capacity limit?! If an accident happens there, it will be like the Korean …",3,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,44
"The overall feeling at the venue was barely okay. It must have been because of Halloween, the whole place was packed. I wonder if the restaurant doesn't have a safe capacity limit?! If an accident happens there, it will be like the Korean …",3,a year ago,12/31/2025,12/31/2024,Facilities & Safety,44
"Perhaps because it was a weekday, there were hardly any people before 12 o'clock. I personally don't like the song... …",4,a year ago,12/31/2025,12/31/2024,Music & DJ,21
"Perhaps because it was a weekday, there were hardly any people before 12 o'clock. I personally don't like the song... …",4,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,21
"The sofa chairs are so shaky 👍🏼 The overall feel is just refined...it's probably not new anymore... The service is okay, and they clean up quickly after spilling something. But why …",3,3 years ago,12/31/2025,1/1/2023,Service & Staff,32
"The sofa chairs are so shaky 👍🏼 The overall feel is just refined...it's probably not new anymore... The service is okay, and they clean up quickly after spilling something. But why …",3,3 years ago,12/31/2025,1/1/2023,Facilities & Safety,32
"The smoke was too strong, and it was quite crowded. If you move to a larger venue in the future, I hope you can add a designated smoking area.",5,a month ago,12/31/2025,12/1/2025,Crowd & Atmosphere,29
"The smoke was too strong, and it was quite crowded. If you move to a larger venue in the future, I hope you can add a designated smoking area.",5,a month ago,12/31/2025,12/1/2025,Facilities & Safety,29
The music is so good that it helps you relax after a week of fatigue.,5,3 months ago,12/31/2025,10/2/2025,Music & DJ,15
"The cocktails were seriously delicious. Visited on a Saturday. At first, they charged 1,200 won for two. …",2,4 months ago,12/31/2025,9/2/2025,Drinks & Alcohol,18
"The cocktails were seriously delicious. Visited on a Saturday. At first, they charged 1,200 won for two. …",2,4 months ago,12/31/2025,9/2/2025,Price & Entry,18
The dance floor was incredibly hard to squeeze into. It was also hard to breathe. There were so many people that I couldn't even see the layout. The only thing was that the restrooms were clean.,2,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,36
The dance floor was incredibly hard to squeeze into. It was also hard to breathe. There were so many people that I couldn't even see the layout. The only thing was that the restrooms were clean.,2,a year ago,12/31/2025,12/31/2024,Facilities & Safety,36
"The music is pretty good, I like the hip-hop style, the price is reasonable and the atmosphere is great",5,5 months ago,12/31/2025,8/3/2025,Music & DJ,19
"The music is pretty good, I like the hip-hop style, the price is reasonable and the atmosphere is great",5,5 months ago,12/31/2025,8/3/2025,Crowd & Atmosphere,19
"The music is pretty good, I like the hip-hop style, the price is reasonable and the atmosphere is great",5,5 months ago,12/31/2025,8/3/2025,Price & Entry,19
"There were so many people. It was hard to even move, let alone dance. The bartenders were friendly. The guards were... (Unique for all countries) The music was mostly oldies. Around the 2000s-2010s.",4,3 months ago,12/31/2025,10/2/2025,Music & DJ,33
"There were so many people. It was hard to even move, let alone dance. The bartenders were friendly. The guards were... (Unique for all countries) The music was mostly oldies. Around the 2000s-2010s.",4,3 months ago,12/31/2025,10/2/2025,Drinks & Alcohol,33
"There were so many people. It was hard to even move, let alone dance. The bartenders were friendly. The guards were... (Unique for all countries) The music was mostly oldies. Around the 2000s-2010s.",4,3 months ago,12/31/2025,10/2/2025,Crowd & Atmosphere,33
"There were so many people. It was hard to even move, let alone dance. The bartenders were friendly. The guards were... (Unique for all countries) The music was mostly oldies. Around the 2000s-2010s.",4,3 months ago,12/31/2025,10/2/2025,Service & Staff,33
"I met a guy named Weichang there who asked me to go to the dance floor to pick up girls. He said if I didn't join him in picking up girls, he would hit me on the head with champagne. I was so scared. I won't dare to go there next time.",5,3 months ago,12/31/2025,10/2/2025,Drinks & Alcohol,52
"I met a guy named Weichang there who asked me to go to the dance floor to pick up girls. He said if I didn't join him in picking up girls, he would hit me on the head with champagne. I was so scared. I won't dare to go there next time.",5,3 months ago,12/31/2025,10/2/2025,Crowd & Atmosphere,52
"It's a very crowded place, the music quality is poor, and the clientele is mainly young students! Entrance is often free so the club is mostly filled with people who don’t spend money and are not polite; bullying and pushing are common! It's a low level place.",3,a year ago,12/31/2025,12/31/2024,Music & DJ,47
"It's a very crowded place, the music quality is poor, and the clientele is mainly young students! Entrance is often free so the club is mostly filled with people who don’t spend money and are not polite; bullying and pushing are common! It's a low level place.",3,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,47
"It's a very crowded place, the music quality is poor, and the clientele is mainly young students! Entrance is often free so the club is mostly filled with people who don’t spend money and are not polite; bullying and pushing are common! It's a low level place.",3,a year ago,12/31/2025,12/31/2024,Price & Entry,47
The woman in the restroom was kicked out after less than 3 minutes.,1,a month ago,12/31/2025,12/1/2025,Facilities & Safety,13
"I went to a new nightclub last week and I still think RUFF is my No.1. Especially the waiters who really make us happy. That Fat Tiger, he always makes us have a lot of fun.",5,3 years ago,12/31/2025,1/1/2023,Service & Staff,36
"The basement was cramped, smelly, and had no internet. Also, why were there steps on the dance floor? And why were there charges of 50, 150, and 250 per item for baggage check-in?",3,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,33
"The DJ playlist is excellent and the atmosphere is always good when I go there. The only downside is that the traffic flow is really messy. One aisle is used for check-in, restrooms, and bartending. There are queues in three different …",4,3 years ago,12/31/2025,1/1/2023,Music & DJ,42
"The DJ playlist is excellent and the atmosphere is always good when I go there. The only downside is that the traffic flow is really messy. One aisle is used for check-in, restrooms, and bartending. There are queues in three different …",4,3 years ago,12/31/2025,1/1/2023,Drinks & Alcohol,42
"The DJ playlist is excellent and the atmosphere is always good when I go there. The only downside is that the traffic flow is really messy. One aisle is used for check-in, restrooms, and bartending. There are queues in three different …",4,3 years ago,12/31/2025,1/1/2023,Crowd & Atmosphere,42
"The DJ playlist is excellent and the atmosphere is always good when I go there. The only downside is that the traffic flow is really messy. One aisle is used for check-in, restrooms, and bartending. There are queues in three different …",4,3 years ago,12/31/2025,1/1/2023,Facilities & Safety,42
"(Translated by Google) The best and high-end hip hop club in Taiwan!  Great vibe, great location with awesome music and ppls …",5,5 years ago,12/31/2025,1/1/2021,Music & DJ,22
"(Translated by Google) The best and high-end hip hop club in Taiwan!  Great vibe, great location with awesome music and ppls …",5,5 years ago,12/31/2025,1/1/2021,Crowd & Atmosphere,22
"Please put the umbrella stand in a blind spot of the surveillance cameras.  They say you can't bring it in, but they're not responsible for its safekeeping. …",1,2 years ago,12/31/2025,1/1/2024,Facilities & Safety,28
A huge thank you to Peter PR!!  He made our birthday party so much fun! He even brought me water and a bag when I was drunk 😂🤣 He's such a nice guy 🥲🥲🥲 Such a happy birthday party 😍😋😚 …,5,a year ago,12/31/2025,12/31/2024,Drinks & Alcohol,41
A huge thank you to Peter PR!!  He made our birthday party so much fun! He even brought me water and a bag when I was drunk 😂🤣 He's such a nice guy 🥲🥲🥲 Such a happy birthday party 😍😋😚 …,5,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,41
A huge thank you to Peter PR!!  He made our birthday party so much fun! He even brought me water and a bag when I was drunk 😂🤣 He's such a nice guy 🥲🥲🥲 Such a happy birthday party 😍😋😚 …,5,a year ago,12/31/2025,12/31/2024,Service & Staff,41
"The smell of cigarettes, the air was terrible, it was crowded, the traffic flow was chaotic, and I couldn't even change the last two drinks.",1,a year ago,12/31/2025,12/31/2024,Drinks & Alcohol,25
"The smell of cigarettes, the air was terrible, it was crowded, the traffic flow was chaotic, and I couldn't even change the last two drinks.",1,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,25
"It's a little more expensive than other clubs in Taipei, but the music is great. It gets too crowded around 2 or 3 o'clock and you can't dance lol",4,3 years ago,12/31/2025,1/1/2023,Music & DJ,29
"It's a little more expensive than other clubs in Taipei, but the music is great. It gets too crowded around 2 or 3 o'clock and you can't dance lol",4,3 years ago,12/31/2025,1/1/2023,Crowd & Atmosphere,29
"It's a little more expensive than other clubs in Taipei, but the music is great. It gets too crowded around 2 or 3 o'clock and you can't dance lol",4,3 years ago,12/31/2025,1/1/2023,Price & Entry,29
"I went to a friend and asked if this was the only bar (because some stores have a la carte or VIP bars), and the bartender replied: What else?  Just ask politely, don't be so rude.",2,2 years ago,12/31/2025,1/1/2024,Drinks & Alcohol,36
"I went to a friend and asked if this was the only bar (because some stores have a la carte or VIP bars), and the bartender replied: What else?  Just ask politely, don't be so rude.",2,2 years ago,12/31/2025,1/1/2024,Service & Staff,36
"Pretty good and gender-friendly ❤️❤️❤️ This shop is really knowledgeable, highly recommended.",5,8 months ago,12/31/2025,5/5/2025,Service & Staff,12
"My black wallet was stolen last night. Looking at the comments and dcard, it seems there's more than one victim. He might be a regular pickpocket.",1,a year ago,12/31/2025,12/31/2024,Facilities & Safety,26
I think spending 500 yuan for unlimited cocktails is a great deal.,5,4 years ago,12/31/2025,1/1/2022,Drinks & Alcohol,12
I think spending 500 yuan for unlimited cocktails is a great deal.,5,4 years ago,12/31/2025,1/1/2022,Price & Entry,12
The service attitude of the lady who collected the luggage was terrible. It was like I owed her money.,1,10 months ago,12/31/2025,3/6/2025,Service & Staff,19
The service attitude of the lady who collected the luggage was terrible. It was like I owed her money.,1,10 months ago,12/31/2025,3/6/2025,Price & Entry,19
"I came here for the first time with a friend yesterday. The PR staff were very friendly. The DJ played great music, all very new hip-hop tracks. The atmosphere was fantastic.",5,5 years ago,12/31/2025,1/1/2021,Music & DJ,31
"I came here for the first time with a friend yesterday. The PR staff were very friendly. The DJ played great music, all very new hip-hop tracks. The atmosphere was fantastic.",5,5 years ago,12/31/2025,1/1/2021,Crowd & Atmosphere,31
"I came here for the first time with a friend yesterday. The PR staff were very friendly. The DJ played great music, all very new hip-hop tracks. The atmosphere was fantastic.",5,5 years ago,12/31/2025,1/1/2021,Service & Staff,31
"I came here for the first time with a friend yesterday. The PR staff were very friendly. The DJ played great music, all very new hip-hop tracks. The atmosphere was fantastic.",5,5 years ago,12/31/2025,1/1/2021,Facilities & Safety,31
"The DJ plays good music, the dancing is fun, the atmosphere is very fun, the staff is nice, I will definitely go back.",4,a year ago,12/31/2025,12/31/2024,Music & DJ,23
"The DJ plays good music, the dancing is fun, the atmosphere is very fun, the staff is nice, I will definitely go back.",4,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,23
"The DJ plays good music, the dancing is fun, the atmosphere is very fun, the staff is nice, I will definitely go back.",4,a year ago,12/31/2025,12/31/2024,Service & Staff,23
"The DJ plays good music, the dancing is fun, the atmosphere is very fun, the staff is nice, I will definitely go back.",4,a year ago,12/31/2025,12/31/2024,Facilities & Safety,23
"The room is filled with second-hand smoke, making it difficult to enjoy the music. Please refrain from smoking or replace the air conditioner.",2,2 years ago,12/31/2025,1/1/2024,Music & DJ,23
"The room is filled with second-hand smoke, making it difficult to enjoy the music. Please refrain from smoking or replace the air conditioner.",2,2 years ago,12/31/2025,1/1/2024,Crowd & Atmosphere,23
"The room is filled with second-hand smoke, making it difficult to enjoy the music. Please refrain from smoking or replace the air conditioner.",2,2 years ago,12/31/2025,1/1/2024,Facilities & Safety,23
"The DJ seems to be getting a boost. The staff seem to have a lot of authority, constantly passing the buck. The restrooms were very clean, and the drinks were quite good.",3,2 years ago,12/31/2025,1/1/2024,Music & DJ,32
"The DJ seems to be getting a boost. The staff seem to have a lot of authority, constantly passing the buck. The restrooms were very clean, and the drinks were quite good.",3,2 years ago,12/31/2025,1/1/2024,Drinks & Alcohol,32
"The DJ seems to be getting a boost. The staff seem to have a lot of authority, constantly passing the buck. The restrooms were very clean, and the drinks were quite good.",3,2 years ago,12/31/2025,1/1/2024,Service & Staff,32
"The DJ seems to be getting a boost. The staff seem to have a lot of authority, constantly passing the buck. The restrooms were very clean, and the drinks were quite good.",3,2 years ago,12/31/2025,1/1/2024,Facilities & Safety,32
The lines were fast and the prices were reasonable. The staff were friendly and helpful. The music was pretty good. The dance floor... looked like a large walkway.,5,4 years ago,12/31/2025,1/1/2022,Music & DJ,28
The lines were fast and the prices were reasonable. The staff were friendly and helpful. The music was pretty good. The dance floor... looked like a large walkway.,5,4 years ago,12/31/2025,1/1/2022,Crowd & Atmosphere,28
The lines were fast and the prices were reasonable. The staff were friendly and helpful. The music was pretty good. The dance floor... looked like a large walkway.,5,4 years ago,12/31/2025,1/1/2022,Service & Staff,28
The lines were fast and the prices were reasonable. The staff were friendly and helpful. The music was pretty good. The dance floor... looked like a large walkway.,5,4 years ago,12/31/2025,1/1/2022,Price & Entry,28
"The line for the wave was so, so, so long that I went there. The entrance fee wasn't that expensive, but since I was traveling, I didn't really think much about it. I was able to have six or eight drinks, but it was just so-so. But after 1 AM, the atmosphere got really fun.",5,a year ago,12/31/2025,12/31/2024,Drinks & Alcohol,55
"The line for the wave was so, so, so long that I went there. The entrance fee wasn't that expensive, but since I was traveling, I didn't really think much about it. I was able to have six or eight drinks, but it was just so-so. But after 1 AM, the atmosphere got really fun.",5,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,55
"The line for the wave was so, so, so long that I went there. The entrance fee wasn't that expensive, but since I was traveling, I didn't really think much about it. I was able to have six or eight drinks, but it was just so-so. But after 1 AM, the atmosphere got really fun.",5,a year ago,12/31/2025,12/31/2024,Price & Entry,55
There was an outsider called Fat Tiger on Saturday. The service attitude was very good! He was very humorous. I will book a private room next time to play~,5,4 years ago,12/31/2025,1/1/2022,Service & Staff,29
"Beautiful lighting, good atmosphere, good eye contact, bring fat plus ✌",5,4 years ago,12/31/2025,1/1/2022,Crowd & Atmosphere,11
"Beautiful lighting, good atmosphere, good eye contact, bring fat plus ✌",5,4 years ago,12/31/2025,1/1/2022,Facilities & Safety,11
"Today's song is a bit old-fashioned, more suitable for people in their 40s (?).",4,a year ago,12/31/2025,12/31/2024,Music & DJ,14
"Today's song is a bit old-fashioned, more suitable for people in their 40s (?).",4,a year ago,12/31/2025,12/31/2024,Crowd & Atmosphere,14
